device_id,cpu,cpu_best,cpu_level,cpu_desc,ram,ram_best,ram_level,ram_desc,screen,screen_best,screen_level,screen_desc,res_ratio,res_ratio_best,res_ratio_level,res_ratio_desc,weight,weight_level,weight_best,weight_desc
1416868,3.1GHz,"",84.42,"",16GB,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,1920x1080,"",42.46,全高清屏,1.6Kg,53.76,"",""
1417445,,,,,32GB,"",96.07,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,2.53Kg,8.57,"",""
1417630,,,,,32GB,"",96.07,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,2.53Kg,8.57,"",""
1417677,2.5GHz,"",62.13,"",16GB（16GB×1）,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,,,,
1417678,3.3GHz,"",91.81,"",32GB（16GB×2）,"",96.07,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,2.2Kg,18.66,"",""
1417679,3.3GHz,"",91.81,"",16GB（8GB×2）,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,2.2Kg,18.66,"",""
1417709,3.2GHz,"",90.25,"",16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,2240x1400,"",51.5,全高清屏,1.4Kg,76.4,"",""
1418189,2.7GHz,"",77.04,"",16GB,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,,,,
1418190,2.5GHz,"",62.13,"",16GB,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,,,,
1418935,1.7GHz,"",24.03,"",16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,1920x1080,"",42.46,全高清屏,1.6Kg,53.76,"",""
1418972,2.7GHz,"",77.04,"",16GB,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,2880x1620,"",83.69,超高清屏,1.8Kg,33.58,"",""
1419194,2.5GHz,"",62.13,"",16GB,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,1920x1080,"",42.46,全高清屏,2.5Kg,8.89,"",""
1419195,2.7GHz,"",77.04,"",16GB,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,1920x1080,"",42.46,全高清屏,2.5Kg,8.89,"",""
1419200,2.3GHz,"",46.77,"",32GB,"",96.07,极速运行,17.3英寸,"",98.89,"",1920x1080,"",42.46,全高清屏,2.8Kg,3.88,"",""
1419406,3.2GHz,"",90.25,"",16GB,"",75.3,极速运行,,,,,1920x1080,"",42.46,全高清屏,2.3Kg,15.17,"",""
1419414,2.7GHz,"",77.04,"",16GB,"",75.3,极速运行,,,,,1920x1080,"",42.46,全高清屏,1.95Kg,27.83,"",""
1420070,2.5GHz,"",62.13,"",32GB,"",96.07,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,2.3Kg,15.17,"",""
1420071,2.5GHz,"",62.13,"",16GB,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,2.38Kg,14.36,"",""
1420072,2.5GHz,"",62.13,"",16GB,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,2.38Kg,14.36,"",""
1420073,2.7GHz,"",77.04,"",16GB,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,2.38Kg,14.36,"",""
1420203,3.2GHz,"",90.25,"",16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,2160x1440,"",60.17,超高清屏,1.55Kg,61.23,"",""
1420237,2.7GHz,"",77.04,"",16GB,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,2560x1440,"",60.17,超高清屏,2.2Kg,18.66,"",""
1420238,2GHz,"",32.89,"",16GB,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,2560x1440,"",42.46,超高清屏,2.2Kg,18.66,"",""
1420239,2.3GHz,"",46.77,"",16GB,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,2560x1440,"",60.17,超高清屏,2.2Kg,18.66,"",""
1420240,2.5GHz,"",62.13,"",16GB,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,2560x1440,"",60.17,超高清屏,2.2Kg,18.66,"",""
1420249,2.3GHz,"",46.77,"",16GB,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,1920x1080,"",42.46,全高清屏,2.15Kg,21.23,"",""
1420251,2.5GHz,"",62.13,"",16GB,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,1920x1080,"",42.46,全高清屏,2.15Kg,21.23,"",""
1420561,2.5GHz,"",62.13,"",16,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,1920x1080,"",42.46,全高清屏,1.841Kg,32.95,"",""
1420710,2GHz,"",32.89,"",16GB,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,2.4Kg,12.2,"",""
1421186,,,,,16GB,"",75.3,极速运行,17.3英寸,"",98.89,"",2560x1440,"",60.17,超高清屏,2.8Kg,3.88,"",""
1421187,,,,,32GB,"",96.07,极速运行,17.3英寸,"",98.89,"",2560x1440,"",60.17,超高清屏,2.8Kg,3.88,"",""
1421484,3GHz,"",83.53,"",16GB,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,2.4Kg,12.2,"",""
1421485,3GHz,"",83.53,"",16GB,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,2.4Kg,12.2,"",""
1421501,2.7GHz,"",77.04,"",16GB,"",75.3,极速运行,14.5英寸,"",42.93,14.5游戏、便捷,2880x1800,"",92.58,超高清屏,1.79Kg,39.37,"",""
1421502,2.7GHz,"",77.04,"",16GB,"",75.3,极速运行,14.5英寸,"",42.93,14.5游戏、便捷,2880x1800,"",92.58,超高清屏,1.79Kg,39.37,"",""
1421503,2.5GHz,"",62.13,"",32GB,"",96.07,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,3840x2160,"",98.29,超高清屏,2.34Kg,14.92,"",""
1421505,3.3GHz,"",91.81,"",16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,2160x1440,"",60.17,超高清屏,1.55Kg,61.23,"",""
1421732,2.7GHz,"",77.04,"",16GB（8GB×2）,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,2.63Kg,5.86,"",""
1421733,2.7GHz,"",77.04,"",16GB（8GB×2）,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,2.63Kg,5.86,"",""
1421855,3.2GHz,"",90.25,"",16GB（8GB×2）,"",75.3,极速运行,17.3英寸,"",98.89,"",1920x1080,"",42.46,全高清屏,3.3Kg,1.23,"",""
1421857,3.2GHz,"",90.25,"",16GB（8GB×2）,"",75.3,极速运行,17.3英寸,"",98.89,"",1920x1080,"",42.46,全高清屏,3.3Kg,1.23,"",""
1421859,3.3GHz,"",91.81,"",32GB,"",96.07,极速运行,17.3英寸,"",98.89,"",1920x1080,"",42.46,全高清屏,3.3Kg,1.23,"",""
1421880,3.3GHz,"",91.81,"",32GB,"",96.07,极速运行,17.3英寸,"",98.89,"",1920x1080,"",42.46,全高清屏,3.3Kg,1.23,"",""
1421991,2.5GHz,"",62.13,"",32GB,"",96.07,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,2.58Kg,6.91,"",""
1422011,2.5GHz,"",62.13,"",16GB,"",75.3,极速运行,16英寸,"",91.33,"",1920x1200,"",48.44,全高清屏,2.15Kg,21.23,"",""
1422012,2.7GHz,"",77.04,"",16GB,"",75.3,极速运行,16英寸,"",91.33,"",1920x1200,"",48.44,全高清屏,2.15Kg,21.23,"",""
1422119,2.7GHz,"",77.04,"",32GB,"",96.07,极速运行,17.3英寸,"",98.89,"",主屏：3072x1440 副屏：800x1280,"",60.17,超高清屏,1.99Kg,26.17,"",""
1422140,3.2GHz,"",90.25,"",16GB,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,1.9Kg,29.21,"",""
1422141,3.2GHz,"",90.25,"",16GB,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,1.9Kg,29.21,"",""
1422170,3.2GHz,"",90.25,"",16GB,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,1.99Kg,26.17,"",""
1422211,1.3GHz,"",10.86,"",16GB,"",75.3,极速运行,13.3英寸,"",6.55,13.3移动、办公,2560x1600,"",83.33,超高清屏,1.2Kg,93.12,"",""
1422212,1.7GHz,"",24.03,"",16GB,"",75.3,极速运行,13.3英寸,"",6.55,13.3移动、办公,2560x1600,"",83.33,超高清屏,1.2Kg,93.12,"",""
1422213,1.7GHz,"",24.03,"",16GB,"",75.3,极速运行,13.3英寸,"",6.55,13.3移动、办公,2560x1600,"",83.33,超高清屏,1.2Kg,93.12,"",""
1422230,1.7GHz,"",24.03,"",16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,1920x1080,"",42.46,全高清屏,1.4Kg,76.4,"",""
1422241,1.7GHz,"",24.03,"",16GB,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,1920x1080,"",42.46,全高清屏,1.7Kg,44.48,"",""
1422256,3.3GHz,"",91.81,"",16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,2880x1800,"",92.58,超高清屏,1.4Kg,76.4,"",""
1422257,3.2GHz,"",90.25,"",32GB,"",96.07,极速运行,14英寸,"",39.64,14游戏、便捷,2880x1800,"",92.58,超高清屏,1.4Kg,76.4,"",""
1422258,3.2GHz,"",90.25,"",16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,2880x1800,"",92.58,超高清屏,1.4Kg,76.4,"",""
1422259,3.2GHz,"",90.25,"",16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,2880x1800,"",92.58,超高清屏,1.4Kg,76.4,"",""
1422265,3.3GHz,"",91.81,"",16GB,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,1.8Kg,33.58,"",""
1422266,3.2GHz,"",90.25,"",16GB,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,1.8Kg,33.58,"",""
1422267,3.2GHz,"",90.25,"",16GB,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,1.8Kg,33.58,"",""
1422268,3.2GHz,"",90.25,"",32GB,"",96.07,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,1.8Kg,33.58,"",""
1422294,2.5GHz,"",62.13,"",16GB,"",75.3,极速运行,14.2英寸,"",41.31,14.2游戏、便捷,2520x1680,"",84.92,超高清屏,1.43Kg,74.85,"",""
1422311,2.7GHz,"",77.04,"",32GB,"",96.07,极速运行,14英寸,"",39.64,14游戏、便捷,2880x1800,"",92.58,超高清屏,1.4Kg,76.4,"",""
1422318,2.7GHz,"",77.04,"",32GB,"",96.07,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,1.8Kg,33.58,"",""
1422388,2.1GHz,"",39.34,"",16GB,"",75.3,极速运行,14.2英寸,"",41.31,14.2游戏、便捷,3120x2080,"",96.92,超高清屏,1.38Kg,83.14,"",""
1422390,2.1GHz,"",39.34,"",16GB,"",75.3,极速运行,14.2英寸,"",41.31,14.2游戏、便捷,3120x2080,"",96.92,超高清屏,1.38Kg,83.14,"",""
1422391,2.1GHz,"",39.34,"",16GB,"",75.3,极速运行,14.2英寸,"",41.31,14.2游戏、便捷,3120x2080,"",96.92,超高清屏,1.26Kg,90.16,"",""
1422392,2.1GHz,"",39.34,"",16GB,"",75.3,极速运行,14.2英寸,"",41.31,14.2游戏、便捷,3120x2080,"",96.92,超高清屏,1.26Kg,90.16,"",""
1422394,2.5GHz,"",62.13,"",16GB,"",75.3,极速运行,14.2英寸,"",41.31,14.2游戏、便捷,2520x1680,"",84.92,超高清屏,1.43Kg,74.85,"",""
1422395,2.7GHz,"",77.04,"",16GB,"",75.3,极速运行,14.2英寸,"",41.31,14.2游戏、便捷,2520x1680,"",84.92,超高清屏,1.43Kg,74.85,"",""
1422429,1.7GHz,"",24.03,"",16GB（8GB×2）,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,1920x1080,"",42.46,全高清屏,1.7Kg,44.48,"",""
1422526,2.7GHz,"",77.04,"",16GB,"",75.3,极速运行,16英寸,"",91.33,"",3072x1920,"",94.88,超高清屏,2.05Kg,22.93,"",""
1422614,2.3GHz,"",46.77,"",32GB,"",96.07,极速运行,17.3英寸,"",98.89,"",2560x1440,"",60.17,超高清屏,2.8Kg,3.88,"",""
1422680,1.3GHz,"",10.86,"",16GB（8GB×2）,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,1920x1080,"",42.46,全高清屏,1.48Kg,69.77,"",""
1422737,1.7GHz,"",24.03,"",16GB（8GB×2）,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,1920x1080,"",42.46,全高清屏,1.65Kg,51.18,"",""
1422739,1.3GHz,"",10.86,"",16GB（8GB×2）,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,1920x1080,"",42.46,全高清屏,1.65Kg,51.18,"",""
1422740,1.3GHz,"",10.86,"",16GB（8GB×2）,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,1920x1080,"",42.46,全高清屏,1.65Kg,51.18,"",""
1422776,1.3GHz,"",10.86,"",16GB,"",75.3,极速运行,12.4英寸,"",1.02,12.4移动、办公,2560x1600,"",83.33,超高清屏,839g,99.19,"",""
1422780,3.2GHz,"",90.25,"",16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,2880x1800,"",92.58,超高清屏,1.3Kg,88.18,"",""
1422834,3.2GHz,"",90.25,"",16GB,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,1.97Kg,27.58,"",""
1422856,3.2GHz,"",90.25,"",16GB,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,2.21Kg,18.59,"",""
1423063,2.7GHz,"",77.04,"",16GB（8GB×2）,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,2560x1440,"",60.17,超高清屏,2.35Kg,14.67,"",""
1423156,2.7GHz,"",77.04,"",16GB（8GB×2）,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,2880x1800,"",92.58,超高清屏,1.8Kg,33.58,"",""
1423162,2.7GHz,"",77.04,"",8GB,"",12.1,游戏流畅,15.6英寸,"",70.33,15.6游戏、便捷,1920x1080,"",42.46,全高清屏,1.74Kg,43.92,"",""
1423190,2.7GHz,"",77.04,"",8GB,"",12.1,游戏流畅,14英寸,"",39.64,14游戏、便捷,1920x1080,"",42.46,全高清屏,1.47Kg,70.37,"",""
1423337,2.7GHz,"",77.04,"",16GB（8GB×2）,"",75.3,极速运行,17.3英寸,"",98.89,"",2560x1440,"",60.17,超高清屏,2.9Kg,3.07,"",""
1423538,3GHz,"",83.53,"",8GB,"",12.1,游戏流畅,14英寸,"",39.64,14游戏、便捷,1920x1080,"",42.46,全高清屏,1.38Kg,83.14,"",""
1423539,2.4GHz,"",52.34,"",16GB（8GB×2）,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,1920x1080,"",42.46,全高清屏,1.38Kg,83.14,"",""
1423540,3GHz,"",83.53,"",8GB,"",12.1,游戏流畅,15.6英寸,"",70.33,15.6游戏、便捷,1920x1080,"",42.46,全高清屏,1.56Kg,60.32,"",""
1423550,3.2GHz,"",90.25,"",16GB,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,2880x1620,"",83.69,超高清屏,1.79Kg,39.37,"",""
1423561,3.2GHz,"",90.25,"",16GB,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,2880x1620,"",83.69,超高清屏,1.8Kg,33.58,"",""
1423570,3.2GHz,"",90.25,"",16GB（8GB×2）,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,2880x1600,"",83.33,超高清屏,1.65Kg,51.18,"",""
1423572,3.2GHz,"",90.25,"",16GB（8GB×2）,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,2880x1600,"",83.33,超高清屏,1.65Kg,51.18,"",""
1423581,3.3GHz,"",91.81,"",16GB,"",75.3,极速运行,16英寸,"",91.33,"",1920x1200,"",48.44,全高清屏,1.7Kg,44.48,"",""
1423582,3.3GHz,"",91.81,"",16GB,"",75.3,极速运行,16英寸,"",91.33,"",1920x1200,"",48.44,全高清屏,1.7Kg,44.48,"",""
1423583,3.2GHz,"",90.25,"",16GB,"",75.3,极速运行,16英寸,"",91.33,"",1920x1200,"",48.44,全高清屏,1.7Kg,44.48,"",""
1423585,2GHz,"",32.89,"",16GB（8GB×2）,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,1.68Kg,47.69,"",""
1423586,2.5GHz,"",62.13,"",16GB（8GB×2）,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,1.68Kg,47.69,"",""
1423811,1.7GHz,"",24.03,"",16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,1920x1080,"",42.46,全高清屏,1.49Kg,68.43,"",""
1423813,1.7GHz,"",24.03,"",16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,1920x1080,"",42.46,全高清屏,1.49Kg,68.43,"",""
1423930,2.5GHz,"",62.13,"",16GB（8GB×2）,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,1.68Kg,47.69,"",""
1423933,1.3GHz,"",10.86,"",16GB,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,1920x1080,"",42.46,全高清屏,1.78Kg,41.06,"",""
1423934,1.3GHz,"",10.86,"",16GB,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,1920x1080,"",42.46,全高清屏,1.78Kg,41.06,"",""
1423935,1.7GHz,"",24.03,"",16GB,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,1920x1080,"",42.46,全高清屏,1.78Kg,41.06,"",""
1423936,1.7GHz,"",24.03,"",16GB,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,1920x1080,"",42.46,全高清屏,1.78Kg,41.06,"",""
1423938,,,,,16GB,"",75.3,极速运行,13.3英寸,"",6.55,13.3移动、办公,2560x1600,"",83.33,超高清屏,1.38Kg,83.14,"",""
1423939,,,,,16GB,"",75.3,极速运行,13.3英寸,"",6.55,13.3移动、办公,2560x1600,"",83.33,超高清屏,1.38Kg,83.14,"",""
1423962,,,,,16GB,"",75.3,极速运行,14.2英寸,"",41.31,14.2游戏、便捷,3024x1964,"",95.3,超高清屏,1.6Kg,53.76,"",""
1423963,,,,,32GB,"",96.07,极速运行,14.2英寸,"",41.31,14.2游戏、便捷,3024x1964,"",95.3,超高清屏,1.6Kg,53.76,"",""
1423964,,,,,32GB,"",96.07,极速运行,14.2英寸,"",41.31,14.2游戏、便捷,3024x1964,"",95.3,超高清屏,1.6Kg,53.76,"",""
1423971,,,,,8GB,"",12.1,游戏流畅,13.3英寸,"",6.55,13.3移动、办公,2560x1600,"",83.33,超高清屏,1.38Kg,83.14,"",""
1423972,,,,,8GB,"",12.1,游戏流畅,13.3英寸,"",6.55,13.3移动、办公,2560x1600,"",83.33,超高清屏,1.38Kg,83.14,"",""
1423973,,,,,16GB,"",75.3,极速运行,13.3英寸,"",6.55,13.3移动、办公,2560x1600,"",83.33,超高清屏,1.38Kg,83.14,"",""
1423974,,,,,16GB,"",75.3,极速运行,13.3英寸,"",6.55,13.3移动、办公,2560x1600,"",83.33,超高清屏,1.38Kg,83.14,"",""
1423975,,,,,24GB,"",77.18,极速运行,13.3英寸,"",6.55,13.3移动、办公,2560x1600,"",83.33,超高清屏,1.38Kg,83.14,"",""
1423976,,,,,24GB,"",77.18,极速运行,13.3英寸,"",6.55,13.3移动、办公,2560x1600,"",83.33,超高清屏,1.38Kg,83.14,"",""
1423977,,,,,24GB,"",77.18,极速运行,13.3英寸,"",6.55,13.3移动、办公,2560x1600,"",83.33,超高清屏,1.38Kg,83.14,"",""
1423978,,,,,24GB,"",77.18,极速运行,13.3英寸,"",6.55,13.3移动、办公,2560x1600,"",83.33,超高清屏,1.38Kg,83.14,"",""
1424089,2.4GHz,"",52.34,"",8GB,"",12.1,游戏流畅,14英寸,"",39.64,14游戏、便捷,1920x1080,"",42.46,全高清屏,1.69Kg,47.2,"",""
1424108,1.7GHz,"",24.03,"",16GB,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,1920x1080,"",42.46,全高清屏,1.76Kg,41.9,"",""
1424112,1.3GHz,"",10.86,"",16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,1920x1080,"",42.46,全高清屏,1.49Kg,68.43,"",""
1424113,1.7GHz,"",24.03,"",16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,1920x1080,"",42.46,全高清屏,1.49Kg,68.43,"",""
1424355,2.7GHz,"",77.04,"",16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,1920x1200,"",48.44,全高清屏,1.37Kg,85.11,"",""
1424546,2.5GHz,"",62.13,"",32GB,"",96.07,极速运行,16英寸,"",91.33,"",3840x2400,"",100,超高清屏,,,,
1424554,2GHz,"",32.89,"",16GB,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,2560x1440,"",60.17,超高清屏,2.1Kg,21.8,"",""
1424563,,,,,8GB,"",12.1,游戏流畅,12.35英寸,"",0.75,12.35移动、办公,2560x1600,"",83.33,超高清屏,,,,
1424713,2.5GHz,"",62.13,"",32GB,"",96.07,极速运行,14英寸,"",39.64,14游戏、便捷,2560x1600,"",83.33,超高清屏,1.75Kg,42.79,"",""
1424714,2.5GHz,"",62.13,"",16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,2560x1600,"",83.33,超高清屏,1.75Kg,42.79,"",""
1424735,1.1GHz,"",3.74,"",16GB,"",75.3,极速运行,12.6英寸,"",1.71,12.6移动、办公,2560x1600,"",83.33,超高清屏,699g,99.44,"",""
1424766,2.7GHz,"",77.04,"",16GB,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,2.4Kg,12.2,"",""
1424837,3.2GHz,"",90.25,"",16GB（8GB×2）,"",75.3,极速运行,,,,,1920x1080,"",60.17,全高清屏,2.4Kg,12.2,"",""
1424844,1.8GHz,"",26.75,"",32GB,"",96.07,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,1.9Kg,29.21,"",""
1424853,1.7GHz,"",24.03,"",16GB,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,1920x1080,"",42.46,全高清屏,1.76Kg,41.9,"",""
1424854,1.3GHz,"",10.86,"",16GB,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,1920x1080,"",42.46,全高清屏,1.76Kg,41.9,"",""
1424863,1.7GHz,"",24.03,"",16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,1920x1080,"",42.46,全高清屏,1.5Kg,64.2,"",""
1424864,1.3GHz,"",10.86,"",16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,1920x1080,"",42.46,全高清屏,1.5Kg,64.2,"",""
1424865,1.7GHz,"",24.03,"",16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,1920x1080,"",42.46,全高清屏,1.5Kg,64.2,"",""
1424866,1.3GHz,"",10.86,"",16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,1920x1080,"",42.46,全高清屏,1.5Kg,64.2,"",""
1424895,2GHz,"",32.89,"",16GB,"",75.3,极速运行,16英寸,"",91.33,"",1920x1200,"",48.44,全高清屏,1.7Kg,44.48,"",""
1425056,2.5GHz,"",62.13,"",8GB,"",12.1,游戏流畅,14英寸,"",39.64,14游戏、便捷,1920x1080,"",42.46,全高清屏,1.41Kg,75.91,"",""
1425061,2.5GHz,"",62.13,"",8GB,"",12.1,游戏流畅,15.6英寸,"",70.33,15.6游戏、便捷,1920x1080,"",42.46,全高清屏,1.65Kg,51.18,"",""
1425076,1.3GHz,"",10.86,"",8GB,"",12.1,游戏流畅,15.6英寸,"",70.33,15.6游戏、便捷,1920x1080,"",42.46,全高清屏,1.6Kg,53.76,"",""
1425084,2.1GHz,"",39.34,"",8GB,"",12.1,游戏流畅,15.6英寸,"",70.33,15.6游戏、便捷,1920x1080,"",42.46,全高清屏,1.6Kg,53.76,"",""
1425251,3.3GHz,"",91.81,"",16GB,"",75.3,极速运行,,,,,1920x1080,"",42.46,全高清屏,2.47Kg,11.18,"",""
1425273,1.3GHz,"",10.86,"",16GB,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,1920x1080,"",42.46,全高清屏,1.73Kg,44.3,"",""
1425274,1.3GHz,"",10.86,"",16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,1920x1080,"",42.46,全高清屏,1.73Kg,44.3,"",""
1425282,1.7GHz,"",24.03,"",16GB（8GB×2）,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,1920x1080,"",42.46,全高清屏,1.65Kg,51.18,"",""
1425283,2.1GHz,"",39.34,"",8GB（8GB×1）,"",12.1,游戏流畅,15.6英寸,"",70.33,15.6游戏、便捷,1920x1080,"",42.46,全高清屏,1.65Kg,51.18,"",""
1425407,2.5GHz,"",62.13,"",8GB,"",12.1,游戏流畅,14英寸,"",39.64,14游戏、便捷,1920x1081,"",42.73,全高清屏,1.4Kg,76.4,"",""
1425408,,,,,16GB,"",75.3,极速运行,14.2英寸,"",41.31,14.2游戏、便捷,3024x1964,"",95.3,超高清屏,1.6Kg,53.76,"",""
1425410,,,,,16GB,"",75.3,极速运行,16.2英寸,"",94.26,"",3456x2234,"",98.53,超高清屏,2.15Kg,21.23,"",""
1425411,2.7GHz,"",77.04,"",16GB,"",75.3,极速运行,14.5英寸,"",42.93,14.5游戏、便捷,2880x1800,"",92.58,超高清屏,1.65Kg,51.18,"",""
1425601,2.5GHz,"",62.13,"",16GB,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,1920x1080,"",42.46,全高清屏,1.99Kg,26.17,"",""
1425868,2.1GHz,"",39.34,"",16GB,"",75.3,极速运行,14.2英寸,"",41.31,14.2游戏、便捷,3120x2080,"",96.92,超高清屏,1.38Kg,83.14,"",""
1425924,2.5GHz,"",62.13,"",16GB,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,3.5Kg,14.18,"",""
1426005,2.1GHz,"",39.34,"",16GB,"",75.3,极速运行,16英寸,"",91.33,"",1920x1200,"",48.44,全高清屏,1.64Kg,52.38,"",""
1426065,2.5GHz,"",62.13,"",16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,2560x1800,"",92.58,超高清屏,1.4Kg,76.4,"",""
1426066,2.7GHz,"",77.04,"",16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,2560x1800,"",92.58,超高清屏,1.4Kg,76.4,"",""
1426067,2.5GHz,"",62.13,"",16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,2560x1800,"",92.58,超高清屏,1.4Kg,76.4,"",""
1426083,2.5GHz,"",62.13,"",16GB（8GB×2）,"",75.3,极速运行,17.3英寸,"",98.89,"",2560x1440,"",60.17,超高清屏,2.9Kg,3.07,"",""
